Review Text,Rating,sentiment_label
alhamdulillah bermanfaat,5,neutral
"Sebaiknya diintegrasikan dengan SATUSEHAT milik Kemkes, jadi cukup satu superapps kesehatan yang mencakup semua dan dikembangkan bersama dengan menggabungkan fitur-fitur penting.",4,neutral
aplikasi the best,5,neutral
upgrade trus,3,neutral
"aplikasi buruk, bisa gak kalian itu kerjanya bener gt.",1,negative
sangat bagus dan puas aplikasi cepat,5,positive
"ko buka aplikasi ga bisa ya tulisannya aplikasi tidak dapat berjalan di perangkat root, maksudnya apa?",3,neutral
apk nya minta login mulu,1,neutral
aplikasinya bagus sangat membantu semoga lebih ditingkatkan lagi kualitasnya,4,positive
aplikasi semua pemerintah ya gini mana ada yang lancar dan ribet,1,neutral
"gagal masuk akun.nomor handphone yg sudah terdaftar pada mulanya nomor sendiri.pas diklik lupa password email jadi tidak terdaftar,nomor handphone berubah jadi nomor mama.nggak jelas emang",1,negative
"mantap, benar aplikasi ya, masyaallah",5,positive
sangat cepat dan mengesankan,5,positive
sering log out.. giliran mau masuk selalu salah nik atau salah kata sandi,1,neutral
"aplikasi ga jelas ,",1,neutral
sangat membantu sekali bagi masyarakat. semoga apk JKN semakin sukses sllu,5,neutral
Mudah di gunakan,5,positive
nda bs login,2,neutral
Mudah digunakan pada awalnya tapi setelah dicoba utk ambil no antrean ke poli dalam di carolus berdasarkan surat rujukan susah sekali dapat nya dan sy mencoba utk hub care line skrg tdk bisa lagi,4,neutral
susah sekali buat daftar sekedar masukan otp apk harus mengulang²,1,negative
"sangat membantu dalam proses pelayanan kesehatan, mengambil antrian lebih awal merupakan keuntungan waktu bagi masyarakat yang tinggalnya jauh dari pelayanan kesehatan.",5,neutral
setiap buka selalu ada tulisan masuk sudah d masukin nik dan sandi tetap nga bisa jg padahal klo kita masuk lg pulsa ke potong klo selalu begini kan buat susah aja tolong d perbaharui aplikasinya supaya pengguna yg lain jg tdk ada kendala lg.,1,negative
hp saya sudah tidak bisa instal aplikasi ini...,4,neutral
sering Eror tidak bisa masuk dan sering log out sendiri setelah masuk dan minta masuk kembali. aplikasi sudah di uninstal... kembali masuk semua data bisa di ketik dan di masukan.. tapi pas di tombol masuk tidak bisa.. tombol masuk tidak bisa di tekan.. mohon kepada pihak BPJS di perbaiki aplikasi ini.. karena apa di saat aplikasi ini di butuhkan untuk berobat tidak bisa di pergunakan yang pada akhirnya kami selaku pengguna di kecewakan atas pelayanan dan kinerja anda selaku pihak pelayanan,1,neutral
"JKN SDH lebih maju,tapi perlu utk meningkatkan yang terbaik",5,positive
"sangat membantu, respon cepat, aplikasi tidak lemot, hari libur pun bisa menangani",5,positive
"kluar sendiri, mau login susah loading terus captcha nya.",3,negative
"Terima kasih, perubahan dan pengkinian data cepat. Semoga biometrik dapat optimal penggunaannya dan memudahkan untuk login",5,positive
selama menggunakan aplikasi mobile jkn tidak ada masalah dan mempermudah saya dan sekeluarga untuk melakukan cek kesehatan. fitur-fitur yang banyak dan mudah di akses oleh kalangan mana saja. terimakasih mobile jkn,5,positive
Bagus sekali bisa membantu mengecek kesehatan Mobile JKN tdk perlu repot daftar lagi,5,neutral
"apa sh ni apk, udh log in malah log out. mana susah masuk LG, padahal udh bener nomor kodenya, dibilang salah. tolong donk dari kemarin udh MH daftar peserta ngk bisa², sekarang malah logout sendiri. pusing bgt jalur BPJS",3,negative
aplikasi rusak tidak bisa di buka padahal di playstore udah versy yg paling terbaru apk tidak kompatibel,1,negative
"mau pindah faskes anak usia 21 bulan harus pake verifikasi wajah hadap kanan kiri senyum kedip, dia belum paham dan bikin menyulitkan!!",2,negative
tidak bisa di buka sama sekali,1,neutral
ga jelas lu tbtb log out melulu👎,1,neutral
sering keluar sendri giliran masuk akun sudah benar malah salah gmn si ini aplikasi makin ke sini makin ribet aneh,3,negative
aplikasi dan instalasi teranjenk sepanjang sejarah...sering logout sendiri.. masuknya susah..,3,negative
"Tolong dong jangan persulit lagi hidup kami 😌 kita bayar rutin loh . tiba² akun log out , lupa sandi , mai ganti sandi ribetnya astaghfirullah .... gagal terus 😌 buang2 waktu",1,negative
"ini aplikasi apaan sih, logout terus mana login nya susah lagi, salah inilah salah itulah padahal udah benar semua, mana setiap update logout terus, kadang kagak ada sebab logout. gimana sih aplikasi ini guna nggak sih.",1,negative
"ini kenapa kok susah banget dibuka aplikasinya ? byar tagihan gk telat, waktu dibutuhkan gk bsa dibuka",1,negative
"MEMPERSULIT UNTUK BEROBAT, SERING LOG OUT, VERIFIKASI RIBET FASE ID GABISA, SMS GABISA, EMAIL GABISA.",1,negative
terimakasih bpjs layananya..terbaik,5,neutral
"ini gimana sih aplikasinya buat login aja susah banget dan gak bisa, padahal udh terdaftar. TOLONG LAH PERBAIKI APLIKASI NYA, LUPA PASSWORD JUGA LEWAT SMS OTPNYA GAK DI KIRIM-KIRIM. INI EMANG SENGAJA MEMPERSULIT RAKYAT ATAU GIMANA SIH? GAK ADA KEMANUSIAAN NYA AMAT!!!!!!!",1,negative
mantap josslah pokoknya TKS,5,positive
"aplikasi busuk,,sering log out gak jelas",1,neutral
setelah di updet ga bisa di gunakan lagi,2,neutral
alhmdulillah blm pernah kecewa,5,negative
goddd aplikasi,5,neutral
saya suda menjalani operasi bedah rahang tumor dan itu garatis pelayanan cepat mengunakan jkn,5,positive
aplikasi payah,1,negative
"sangat baik, tapi usahakan pelayanan informasi ladministrasi lebih cepat",5,positive
"tidak bisa login karena ke log out terus, lupa sandi juga lagi",1,neutral
"kenapa di mobile JKN saya tidak ada pilihan menu canal autodebet. padahal saya butuh ubah dari autodebet ke manual, padahal aplikasi sudah terupdate. tolong bantuannya",3,neutral
"aplikasi yg sangat susah,,,buat apa di buat kl menyusahkan",1,negative
aplikasi yg bikin ribet manula. bolak balik masukkan nik pass pascode...biar kelihatan bagus...kelihatan KERJA .TAPI MEMPERSULIT...APLIKASI AMPAS,1,neutral
"aplikasi busuk,bukannya malah berkembang jadi lebih fleksibel antriannya. malah tambah sulit, aplikasi banyak trobel nya log out Mulu ,gak ada respon kalau memang gak becus mengatur peralihan antrian ke digital ya jangan sok ngatur. Dan aku yakin komenku ga bakal direspon. tak kasih bintang 5 biar banyak yang lihat.",5,negative
aplikasi PEA LOGOUT SENDIRI giliran masuk lagi susah banget..,1,negative
setelah update terbaru. akses pembatalan antrian tidak berubah. sehingga tidak bisa daftar ulang. kemudian nomor antriannya jadi hilang,4,neutral
mntab,5,neutral
sangat mmbntu,5,neutral
sangat memudahkan peserta mobile JKN,5,positive
"bukannya mempermudah malah sebaliknya, niat dikit napa, Indonesia luas, kehidupan banyak, org berpotensi cerdas² juga banyak, ngembangin aplikasi gini doang sulit amat sekelas aplikasi pemerintahan. pada kerja ga sih ni yg ngurusin aplikasi? mau login doang susah, udah login malah log out terus, harus ganti sandi dulu, barusan mau coba login lagi, udah masukin nik password sama captcha malah ga bisa dipencet tombol masuk, udah di klik ga respond, kocak bener",2,negative
mempermudah akses2 kesehatan,5,positive
susah masuk udh d instal ulang ttp gk bsa msk,1,negative
"Mau mendaftar online tapi sering error.. pdhl sudah apdet versi terbaru, sinyal bagus, suruh ngirim kode OTP ke nomor hp yg masih aktif tapi ga bisa mulu. Gagal trs !!! Tolonglah diperbaiki !!!",1,neutral
sangat mudah dalam merubah paskes,5,positive
"setiap sudah bayar BPJS akun ter logout sendiri, pas coba masuk katanya nik salah, pasword salah padahal semuanya sudah benar yg dimasukkan, aplikasi ny juga suka error 🤦‍♀️🤦‍♀️🤦‍♀️",1,neutral
terimakasih kepada yg telah membuat aplikasi ini sehingga membuat aku lebih mudah apabila aku berobat.,4,positive
sangat mudah untuk mengambil nomor antrian di klinik,5,positive
"semenjak update jadi kebanyakan log out, nyusahin banget",1,neutral
"bagus ,penangan cepat,tidak ribet. smoga kedepan nya menjadi lebih baik lagi.",5,positive
Mempermudah masyarakat.,5,positive
"sangat membantu ,trimakasih banyak",5,neutral
"saya berhari hari mencoba untuk masuk tapi tidak bisa, tertulis nik saya salah, padahal sudah benar nik yang saya masukkan. mohon info petunjuk & bantuannya agar saya bisa masuk ke akun JKN saya.",1,neutral
yang harusnya bpjs mandiri tiba2 dirubah ke pemerintah tanpa sepengetahuan pengguna... hadehhhh,4,neutral
terimakasih kasih atas pelayanan nya ibu/BPK 🙏🙏,5,neutral
Good Apk.,5,neutral
Utk apa ada aplikasi kalau ubah data diri ujung2nya harus ke kantor BPJS?,1,neutral
"kenapa ya setiap kali buka aplikasi selalu ada keterangan tidak ada koneksi internet, padahal wifi lancar. lalu solusinya bagaimana. aplikasi tidak bisa dipakai.",2,positive
kenapa BPJS saya belum terdaftar sedangkan saya pekerjaan penerima upah sebelum udah terdaftar tapi sekarang di cek lagi tidak terdaftar,1,neutral
mantab joosss,5,neutral
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,neutral
aplikasi sangat jelek....tolong d perbaikin lagi aplikasi nya min...mau d pake berobat malah logout trs tiap d masukin password salah trus....bukan nya mempermudah malah mempersulit penguna,1,neutral
mantap dan terbaik,5,positive
bagus sekali pelayanan ini,5,positive
kode otp susah sekali di dapatkan tolol apk nya,1,negative
proses cepat..akura,5,neutral
lumayan membantu,5,neutral
"Jkn sangat membantu, baik dalam mendaftar ke rumah sakit dan informasi lain nya",5,neutral
semoga semakin kedepannya semakin baik dan memberikan manfaatnya untuk kesehatan masyarakat.,5,neutral
mantappp,5,neutral
aplikasi sangat menyesatkan..makanya aku kasih bintang 1 .klw bisa bintang 1/2. ku kasih,1,neutral
kenapa ga bisa cekin? padahal udh ada di rsnya?,1,neutral
"suka ke logout sendiri, menyusahkan pengguna saja. pas lupa sandi gabisa ubah password dengan SMS padahal pulsa masih ada banyak",1,neutral
Terimakasih 😍🤩,5,neutral
sangat bagus aplikasinya,5,positive
Terimakasih mantap,5,positive
Sangat Mempermudah,5,positive
apk gajelas mempersulit,1,negative
sangat puas mudah di pelajari dan mudah digunakan,5,positive
aplikasi apaan ini ya allah mau login kembali aja susah minta ampun,1,negative
Pelayanan Bagus Dan Cepat,5,positive
"Kaya main2 bikin aplikasi nya bukan.mempermudah malah ribet.. susah bgt nau login, gagal melulu padahal dah terdaftar",3,negative
apk teribet Menurutku setiap mw ambil nomor antrian harus login lagi di bilg no nik slh pass slh sampai gk bisa masuk² bukanya di permudah ini makin di persulit ditingkatkan lgi lah apk nya kalau emg mau mempermudah segalanya jgn mempersulit org lain untung²an yg daftar bkn pasien yg sekarat apa kbr kalau iya dah keburu metong duluan baru bisa di periksa,1,neutral
Alhamdulillah bagus,5,positive
aplikasi memudahkan data kesehatan,5,positive
"susah untuk masuk ,padahal sudah benar password nya semuasudah di isi .tp ttp gak bisa masuk",3,negative
login sendiri mulu,1,neutral
amazing,5,neutral
"mudah di proses,membantu",5,positive
mau ubah faskes keterangan harus lengkapi email terus padahal email sudah ada dan udah diganti tetep harus lengkapi email ini gimana sih????,1,neutral
semoga perubahan alamat bisa kurang dari 3 bulan karna kebutuhan darurat,5,neutral
susah meliat no antrian sering bug,5,negative
cukup membantu untuk pengecekan data dan untuk rawat jalan,5,neutral
"tiba2 banget ga bisa dibuka ni aplikasi,, terdeteksi root katanya hp saya padahal ga pernah di apa2 in.. kacau emang",1,neutral
eror mulu anj,1,neutral
"lupa pasword karena lama nggak gunakan, verifikasi lewat sms dua hari nggak dapet sms juga tapi kita semua tidak kaget",1,neutral
sae pisan . bisa membantu,5,neutral
mantaplah apk mobile jkn,5,positive
sering error server ketika mau daftar online,2,negative
sangat membantu👍🏻👍🏻👍🏻👍🏻,5,neutral
mantap bos,5,positive
baru klik daftar sudah di isi data nya. giliran pas mau foto letak kaca mata masker. gk bisa cepret kamera nya..kadi susah mau masuk akun. daftra aj susah..bikin ribet bukan gampang malah ribet aneh,1,negative
Bagus dan Berguna,5,positive
"aplikasi sering logout sendiri,,kemudian mau masuk lagi susah,,kalo gak NIK salah atau pasword yg salah,,menyebalkan",1,neutral
"logout terus sendiri udah tau pelupa ,waktu mau login susah otp munculnya",1,negative
mempermudah untuk berobat,5,positive
tolong ya jangan sering logout sendiri ga semua orang apal sandi nya,1,neutral
mudah dan simple,5,positive
"aplikasi susah buat,daftar aja ribet",1,negative
"gabisa verifikasi wajah, knp sih?",1,neutral
"saya mau daftar autodebit tapi kode OTP nya ga masuk masuk, rusak aplikasi nya",1,negative
panduan dan respon sangat cepat dan jelas,5,positive
seperti di permainkan ya,1,neutral
gk jls lama hk di buka pas di buka mau cek malah tiba² kluar mau coba masuk malah masukan capta tp gk muncul cepatnya,2,positive
sangat membantu ..top banget!,5,neutral
"verifikasi wajahnya susah, ga ada deteksi ataupun tombol lain terus stuck ga bisa",1,negative
sangat membantu dalam memproses pengobatan,5,neutral
sanagat membantu sekali.mantul👍👍👍,5,neutral
"MAU BEROBAT MALAH DI PERSULIT APLIKASI, Aplikasi sangat sulit di akses sering logout, minta Login terus, Captcha nya sangat sulit, terima OTP sangat Lama Sekali, digunakan oleh banyak masyarakat untuk berobat tapi malah mempersulit",1,negative
mantap bermanfaat dan jaya selalu aplikasi ini👍,5,positive
tambah pusing,1,neutral
tolong dong di tambah informasi jatwal dokter polinya dong,4,neutral
"saya tidak bisa masuk di apl kenapa,tidak ada perubahan data semakin sulit buat login?",2,negative
lebih simpel untuk keselamatan kesehatan,5,neutral
"lebih bagus versi sebelum update, karena versi sekrang HP dengan versi andorid 15 tidak bisa buka aplikasi nya, selalu keluar dari aplikasi tidak bisa masuk",1,positive
pelayan mobile JKN mantap dan mudah,5,positive
aplikasi terus error tidak bisa masuk,2,negative
aplikasi tolol mempersulit rakyat,3,negative
stlh log out TDK d sengaja .susah masuk. lagi... gmn ini,1,negative
masih banyak bug,3,neutral
flexible bisa dimana saja,5,neutral
Sangat cepat,5,positive
Susah mau daftar JKN gagal terus jd bikin repot mau berobat k faskes 1 sulit JD hrs Dftr offline nunggu nya lamaaaaa kl yg lansia berobat nyusahin tdk semua lansia ngerti....,1,negative
aplikasi suka logout sendri . susah verifikasi . ujungnya suruh datang ke kantor . percuma dong ada aplikasi .,1,neutral
membantu penggunaan fasilitas BPJS Terimakasihh semoga peningkatan pelayanan lagi..,5,neutral
Alkhamdulillah bermanfaat barokalloh 🤲🏻,5,neutral
Tidak mengirimkan kode OTP SMS,1,neutral
"gak bagus, mau verifikasi nunggu setahun GK muncul""",1,positive
samangat mudah dan cepet di mengerti,5,positive
Sulit untuk mendaftar memakai kode Referral,1,negative
"aplikasi paling buruk,bisa keluar sendiri dan giliran mau masuk nik katanya salah ini lah itu lah,padahal nik sudah benar dengan ktp,pengen gua masukin ke hp ktpnya greget......di benahi kenapa sihhhhh,pengen mempermudah tapi kenyataannya tambah pusinggg",1,positive
data Data Acak²an gara² perubahan data tanpa ijin pemilik,3,neutral
sayangnya utk daftar rujukan ke RS utk FKP masih manual. semoga bisa terintegrasi krn semua serba online dan sat set.,5,neutral
"cepat dan akurat,mudah",5,positive
"menunggu OTP Sampai untuk LOGIN menunggu waktu yang tertera gak juga Muncul, Apaan ini aplikasi ribet banget",1,neutral
aplikasi ini sangat membantu kita semua buat kontrol buat pengobatan ini sangat membantu bagus 🙏🙏🙏🥰🥰🥰❤️,3,positive
sejauh ini bagus semoga konsisten,5,positive
sering crash jadwal praktek di aplikasi ngga sesuai jadwal praktek di rs. mau batalin antrean susah,3,negative
sangat membantu melayani kesehatan,5,neutral
kenapa HP Yang bekas Padahal Gatau Dah Di Root. malah Skrg Tidak Bisa dibuka jkn,1,neutral
"saya mau membatalkan antrian online dan sudah mengisi alasan pembatalan, dan mau menjadwalkan ulang, tapi kenapa malah tidak bisa, malah muncul kalimat begini "" RS server: data nomor antrian tidak ditemukan"". itu gimana ya tolong respon secepatnya dan solusinya🙏🏻",4,positive
"pelayanan baik,pegawai ramah,terima kasih",5,neutral
kok gak bisa login,1,neutral
mempersulit pasien sulit masuk ribet banget,1,negative
"piye to iki, aplikasinya ngrepotin bgt,, nik sudah sesuai, tp d keterangan katanya nik gak sesuai, trs klik lagi ,gantian pasword nya yg salah,, pd hal sudah sesuai pas pendaftaran.. tolong ini di perbaiki,, masa iya, sudah bayar tiap bulannya, tp giliran mau pake, gak bisa buat daftar",2,positive
sangat membantu 👍👍 terbaik,5,positive
aneh alamat pdhal sesuai KTP TPI di salahkan,1,negative
"dari pertama masuk sampe pelayanan dan saya selesai lahiran SC semua bagus. susternya ramah, telaten dan sabar... rumah sakitnya juga bersih",5,positive
di aplikasi tertera di PHK tpi mendaftar jaminan PHK 6bulan tidak terdaftar,1,neutral
salam sehat selalu semoga sukses,5,neutral
pelayanan sangat bagus,5,positive
"aplikasi update tambah susah loginnya, kode captcha tidak muncul cuma putar"" doank loading nya, sampai sekarang tidak bisa login saya",1,negative
apk yg sangat bermanfaat,5,neutral
mantap sekarang ga perlu lagi ke bpjs. lewat 165 udh bisa di atasi. terima kasih yaa,5,positive
mudah2an tidak dikorupsi,5,positive
lewat aplikasi lebih cepat ga perlu ngantri,5,positive
susah banget mau perksa online lewat aplikasi dan susah nya itu pas mau buka aplikasi lupa password dan no hp sudah tidak aktif,1,negative
sangat membantu bagi yang tiap hari nya sibuk kuli ( buruh harian ) jadi tidak membuang waktu,5,neutral
"mudah digunakan.. terimakasih pemerintah telah memberikan fasilitas kesehatan ke keluarga kami ,🙏🙏👍👍",5,positive
aku nyesel daftar BPJS udah bayar tiap bulan pekerjaan GK ada kemasukan uang GK ada .kek pemerasan.kepakai untuk cari uang kagak ini BPJS bayar iya .haduuh hapus aja lah ini pak GK guna bagi masyarakat miskin.,1,neutral
"Ribet banget, tiap update harus registrasi ulang. Pas registrasi KTP anda tidak terdaftar harap hubungi Disdukcapil. Heran saya",1,neutral
jelek banget aplikasi lupa password aja malah nunggu lama buat verifikasi sms,2,negative
100 mantap,5,positive
"tolong aplikasi d perbaiki tujuan aplikasi d buat utk mempermudah bukan utk mempersulit peserta, saya ambil antrian faskes tingkat lanjut awalnya bagus lagsung muncul dokternya dan saya daftar begitu kembali sdh tdk muncul antriannya, akhirnya harus bangun subuh mengantar pasien utk ambil antrian, dan saya minta petunjuk ke kantor BPJS kesehatan kota saya malah d layani oleh security yg tdk sopan membentak peserta bahkan tdk tau kalau d aplikasi ada antrian farmasi kenapa tdk bisa ke CSnya",1,positive
Luar biasa mempermudah akses utk menerima layanan Terimakasih,5,positive
"banyak menu tak berguna. kayak e-commerce buat apa? coba adakan menu bayar fungsi Qris bisa di scan akan lebih berguna. instansi sebesar ini, mana sdm cara pikirnya ?",1,neutral
"keseringan update!!!!! , gak semua hp itu baru, hp lama jadi bingung mau update memori gak cukup",1,neutral
mau daftar antrian geh eror. trus jkn ga jlas,2,neutral
dengan aplikasi ini saya bisa mengubah lokasi fasilitas kesehatan yang sempat berubah waktu kerja,5,neutral
Setiap kali aplikasi dibuka gak usah ada panduan blok putih yang harus di klik terus sampe hilang. Risih banget tiap mau login atau logout mesti ada panduan terus padahal itu masih satu sesi buka aplikasi juga.,1,neutral
log out sehari 3x😑😑😑 mau ambil nomor antrean secara online aja susah karena sering trobel.,3,negative
layanan yg memudahkan utk mendapatkan fasilitas kesehatan.,5,positive
"aplikasi nya memang memudahkan buat berobat atau melihat bpjs ,cuman jelek nya gini suka keluar sendiri akunnyaa",1,positive
"aplikasinya jelek, kurang simple perlu waktu lama utk buka aplikaai",2,negative
tutup saja,1,neutral
daftar antrean tidak bisa/ gagal masuk..padahal internet kenceng,1,negative
aplikasi ini sangat membantu saya,5,neutral
mantap gak repot lagi daftar2 tks 🙏🙏🙏,5,neutral
"kalau bisa hapus code capcha , gak bermutu kalau pake code begitu. dan kalau bisa sekali login itu udah berlaku selamanya , masa tiap bulan login ulang , dan alhasil nik sama password salah , kan lucu.",2,neutral
bagus bagus bagus,5,positive
mantap mempermudahkan,1,positive
"aplikasi yang mudah di gunakan, terimakasih sudah membuat lebih sederhana",5,positive
"buat fitur login otomatis, susah KLO lupa sandi, masa tiap login harus masuk sandi terus",4,negative
essy to use,5,neutral
"aplikasi sangat membantu, dan cara pemakaian yg mudah dan cepat.",5,positive
sangat sangat membantu,5,neutral
aku suka ini,5,positive
verifikasi masuk susah. untuk lansia apk ini tidak berguna.,1,negative
tolong dipercepat saat perpindahan dan penambahan dokter 🙏,5,positive
"Ribetttttttt, ganti nomor hp saja dipersulit",1,negative
"log out sendiri di aplikasinya. pas mau buka lupa pasword nya, alhasil nunggu vertivikasi gak ada terus ku ulang"" hingga kesel sendiri. ah tau lah makin ribet aja",2,neutral
"suka logout sendiri... ngeselin ... ga bisa daftar""",1,positive
aplikasi gak jelas Udah mah paling di butuhin Tapi tolol Udah verifikasi kagak muncul² SMS ny,1,neutral
semoga bisa d gunakan dmna dalam keadaan urgent.dan tidak mempersulit,5,negative
aku kasih bintang dua mau nambah anggota masyaalah sulit masak iya harus bolak balik kelur masuk aplikasi karena buat nya waktu berbeda pakein Kek kalau satu kk kalau muncul di dalam satu keluarga kn enak biar gk bolak balik kelur masuk aplikasi,2,negative
apk pemerintah tapi ko hancur. cuma kode otp lupa sandi aja lewat SMS udh di ulang2 gak ada masuk. bukan di permudah dengan adanya apk malah tambah rued,1,positive
App bagus dan mudah digunakan,5,positive
"Dari kemarin Saya mau masuk aplikasi Lemotnya minta ampun, Padahal Sinyal Dari kemarin lancar² aja, Aplikasi juga sudah di Update, Masih aja lemot, Tolong di perbaiki Lagi ini aplikasinya ini juga Kenapa saya Cek Info peserta Kok Nggak bisa masuk, cuma layar Putih Aja, PADAHAL UDAH VERSI TERBARU, APA JANGAN² UDAH DI NONAKTIFKAN 🙏",1,positive
berikan fasilitas check-in juga untuk faskes tingkat pertama,4,neutral
masuknya loding terus jd susah cek nya capcah nya bikin puyeng klo akses,4,negative
"wihhhh.,.ok sekali",5,neutral
Aplikasi ini Memudahkan Kehidupan Kesehatan Anda,5,positive
"Minta tolong diperbaiki birokrasinya, kenapa harus ambil online antrian online nah jika penuh bagaimana org yang sakit pada saat itu juga, bebarapa rumah sakit atau klinik tidak mau offline, pikirkan bagi orang yang butuh saat itu juga tanpa harus ke UGD",1,positive
Awesome,5,neutral
gabisa login akun,1,neutral
"apk pemerintah bukan nya memudahkan malah mempersulit yaelah, plis ini apk tolong diperbaiki banyak Bug dan sampah banget, login aja dipersulit, apalagi mau daftar autodebet nomor selalu SALAH padahal itu emang bener nomernya. Wallahu alam dah mengecewakan banget. jangan mempersulit ntar di persulit balik.",1,negative
apk membingungkan ketika mau masuk suruh daftar ketika masuk Uda daftar notifnya,3,neutral
ko mau daftar atw ambil antrian di aplikasi ko tutup terus.apa kantor bpjs sedang ada masalah atw aplikasinya?,5,neutral
"sangat lancar, sudah tidak tersendat sendat",5,neutral
aplikasi sering log out.,3,neutral
oke bagus membantu,5,positive
memudahkan pelayanan mobile JKN utk kaum awam seperti sy ini...mantap,5,positive
hp tanp root kok mala ada notif hp d root. tolong di perbaiki lagi.,2,positive
"knp akhir² ini suka eror ya,kukira wifi atau kuotaku,tp waktu dikantor ku cek ttp sama eror trus",3,positive
bismillah,5,neutral
sangat .membantu,5,neutral
kenapa setelah update malah NIK tidak terdaftar sedangkan sebelum update tidak seperti ini,1,neutral
okeh,4,neutral
sangant membantu,5,neutral
jangan persulit orang yang ganti Pin / Lupa Pin. aku kasih Bintang ⭐️1 . biar Admin Paham.,1,negative
"ga di apa apain, log out log in terus",1,neutral
"gmn si ini, masa aplikasinya log out sendiri, pas mau login pdhl NIK sm password udah sama. malah ttp ngga bisa masuk",1,neutral
Susah buka fhotonya,5,negative
tambah mudah,5,positive
"sebel ih gabisa ss bagian reserv atau antrian, jadi ga bisa izin ke dosen, akhirnya dicatetnya bolos:)",1,neutral
knp tiba tiba BPJS sy tdk aktif. gara² ga di pake? ya bgs donk hrs nya uang negara jd irit. masa liat org sehat ga senang. kepesertaan anak sy tbtb berubah pdhl kerja jg blm bagus msh d bwh UMR dan gaji kotor. sy single parent tdk berpenghasilan 😭,2,positive
simpel dan praktis,5,neutral
kok suruh daftar terus yaa.klo mau masuk. hadeehhh,1,neutral
aplikasinya sudah bagus tapi tidak berfungsi dengan baik. mengajukan sebagai pasien baru terus gk ke konfirmasi.,1,positive
Faskes by JKN Mobile ok,5,neutral
Applikasinya bagus dan sangat membantu,5,positive
ekspress ga ngelag,5,neutral
udah diubah juga masih saja gagal photonya mau ya gimna sihhhh,1,negative
Good apps,5,neutral
saat login tidak bisa klik masuk,3,neutral
kenapa sih udah diupgrade juga masuk ke ambil antrean tingkat faskes pertama malah ngeblank gak jelas???,1,neutral
"ga pernah daftar bpjs, tapi dulu di kasih kantor pos yang pemerintah, non aktif sekitar 3 tahun lalu. ini saya baru daftar mandiri tapi kenapa ada tunggakan 1.750 are you oke? uda pengaduan belom ada respon",1,positive
tidak bisa update nomer hp... padahal format nomer benar.... 5 hari lagi kontrol.... g jelas aplikasi ni.... sudah nyusahin orang berobat yang bikin aplikasi siapa sih,1,neutral
terimakasih telah mempermudah pendaftaran BPJS,5,positive
susah login karena akun sudah pernah di pakai 4 akun berbeda,3,negative
"buruk sering log out tolong kalau buat aplikasi yg maksimal dong,, jgn kaya gini terus,,",1,negative
lebih mudah utk pendaftaran online,5,positive
sangat mem,5,neutral
"tolong, gaji saya memang tidak sebanyak kalian saat ini, tapi gaji kalian itu diambil dari gaji saya! aplikasi nasional dikelola anak magang!? yang bener aja, gue mau ganti segmen peserta, diminta verifikasi nomer, kaga dikirim² maksudnya apa?",1,neutral
aplikasi gak guna bukanya mempermudah malah susah buat masuk emang BPJS ribet,1,neutral
sering bngat log out mana susah bner masuk lagi nyw,1,negative
Tolong perbaiki suka ada eror,4,positive
saya meminta kode Verifikasi tidak pernah terkirim aplikasi lelet,1,negative
gak ada otp terus mau ganti paswornya 👎🏼,1,neutral
mau daftar susah amat verifikasi wajah nya gagal mulu tolong lah di perbaiki,2,negative
kadang suka log out sendiri kalo lagi ga pake maaf ya tapi aku jujur tolong di perbaiki lagi,5,positive
sangat membantu saya menggunakan aplikasi mobile JKN terimakasih 😊,5,neutral
"mau lihat info JKN pib ribet,no rafebel apa tu",1,neutral
selalu membawa manfaat,5,neutral
memuaskan terimakasih aplikasi JKN,5,neutral
masyaallah tabarakallah setelah tau BPJS ku aktif seneng banget,5,neutral
apk nya bagus,5,positive
aplikasi mudah dipahami,5,positive
sangat membantu saya melihat keterangan RS yg tersedia.,5,neutral
knpa susah kalu mau masuk jkn minta info pandawa lebih ribet lg padal masukan nik udh bener jwana nya blom terdaftar kan aneh rolong donk d permudah janagn d persulik kami ini bayar bukan geratis,1,negative
mantaf mempermudah,5,positive
mohon di perbaiki.ketika lupa sandi terus reset sandi via sms..sms nya gk da terus..,1,neutral
kalau aplikasi pemerintah memang ga kayak pakai,1,neutral
oke lebih pratis,5,positive
susah daftarnya. huh,4,negative
"ga guna, mau sok semua serba online tapi sistem ga ada yang becus, yang buat ga becus, yang terapin peraturan ga becus, pada akhirnya cuma mempersulit aturan yang sudah bikin sulit",1,negative
mantab dan lancar,5,neutral
ngeBug mulu pas verivikasi no hp,1,neutral
sekses selalu,5,neutral
sering kluar sendiri dan error. dan verivikasi SMS Harus ada pulsa. coba gratis kan agar mempermudah.,4,neutral
"Perubahan data saya cepat, aplikasi sangat bagus",5,positive
mantap sekali klikk langsung jdi,5,positive
kenpa mau masuk log out... trus klw daftar ulang ngk bs karna data kita sudh ada.. trus solusi ny gmna,1,positive
"Nyusahin mau login lupa password, minta kode verifikasi di email, buka email buat liat kode, balik ke apk, malah ulang lagi. Parah",1,negative
susah masuk selalu salah password padahal password udah benar dicoba beberapa kali tetap salah,1,negative
"sangat mempermudah nggak jauh"" harus ke kota /kekantor urus"" nya krna jarak tempuh sangat jauh dengan tempat tinggal",5,positive
