text,sentiment
sngt bantu,neutral
bayar iuransatsetgampanglog out otomatispas log insusahnya ampunaku heran program nasionalkok gak baik sistem baikbanyak komplain aplikasi inicuma maaf aja,positive
batu aplikasi mobile jkn ubah data payah kantor bpjs,negative
log in gk bskok susah banget ni aplikasi,negative
sangaatt bantu layan baguuss terimakasih,neutral
nyusahin doangg aplikasi,neutral
mobil jkn oto sms tpi gk muncul otp y sih udh hari daftar otp y blom muncul,neutral
it ganti orang pintar bikin app ngk kualitas,neutral
aplikasi trobel bingung coba coba sukses,neutral
daftar pol kulit,neutral
gatau suruh guru donlot ywdh gw donlot aj,neutral
gak login gak,neutral
sulit masuk baharu,negative
aplikasi gimana sih rs suruh ambil antri jkn mobile boro ambil antri buka ambil antri aja ga buka aplikasi eror mulu heran telp call centernya angkat ga suara ditungguin kali menit ga suara call center nya bisu gimana yaa,neutral
,neutral
aplikasi susah verifikasi muka gagal adopsi teknologi baru terburuburu susah orang obat ribet wajib daftar mobile jkn gilir daftar verifikasi muka hasil,negative
maaaantap,neutral
tangan cepat bantu security officer nya good,positive
daftar aja gak masuk menu daftar payahhh,neutral
bantu mudah info jkn,positive
mudah dalamkesehatan,positive
update data faskes ubah,neutral
emang bagus ni apk,positive
check in ganggu aneh nih aplikasi buru,negative
sistim error offline terusini ngatasinnya,negative
susah pindah faskes pindah udah yg klik centang keluarga pilih fasilitas sehat provinsi kabupaten ga klik opsi ga muncul kalo langsung klik pilih faskes ga muncul biarpun tulis manual,negative
mntul,neutral
ok banget,neutral
cs nama ella saran periksa pol tht komplain jawab ga sesuai berkalikali bikin emosi ubah faskes ayah faskes bayar pilih ubah keluarga klik nama ayah terang ubah desember pakai nama ayah ayah capek jelasinnya,neutral
daftar nomber smsgak kode otp nya gimana,neutral
update gada baik,positive
terima kasih mudah,positive
gmn sidah x update download ulangsuruh pulih dah d ikutin ttp aja aplikasi gak bisahadeh niat gak si bikin aplikasi,neutral
otp bangett woyyy,neutral
eror aplikasi nya,neutral
daftar susah banget kode captcha ga muncul loading,negative
kali masuk gak jaring offline jaring wifi bagus emang dasar aplikasi jelek,neutral
bagus twtapi suruh daftar,positive
aps broken error wae atuh bos aplikasi teh,negative
,neutral
masuk nik password salah,neutral
ga aplikasi ny dibenerin masuk ga bisamana kl udah salah sandi kali blokir,neutral
bagus layan mobile jkn knp mobile jkn ku bikin komentar tdk simpan komentar tolong tdk lanjutin mobile jkn aplikasi biar kirim komentar mobile jkn tdk,positive
mudah percaya,positive
moga bpjs tingkat layan,neutral
gk login otp email hp sma gk fungsi update buruk ni aplikasi,negative
mantaapppp aplikasi bantu mudah obat,positive
ganggu mulu anj,neutral
alhamdulillah bagus,positive
kalo ambil antri online muncul pol temu jadi daftar rujuk ulang,neutral
bagus pelayananya batu,positive
membantudan mudah,positive
kalo daftar obat online pake jkn bagus yg skrining suruh skrining pake aplikasi,positive
jos gandos kotos kotis,neutral
bagus n puas bnget plyanan cepat tdk ribet perdana pakai slama in alhmdulillah puas sayang klo mw rawat jalan k pol sesuai polkes pilih,positive
opsi login finger daftartetapi login suruh daftar lagiketika lupa sandi verif alamat email sesuai notif alamat email terdaftarmakin kesini ribet nya gampangsetiap baru log in,neutral
mambantu lancar periksa rumah sakit,neutral
mudah mmbantu,positive
knapa masuk ter daftar rubah sandi nya susah mohon bantu nya,negative
cacat aplikasi batal daftar daftar lanjut layar tamilan langsung blank,neutral
mantap,positive
dafta online pilih nama milik kartu blank it nya canggih,neutral
bagus aplikasi jkn nya bantu pindah faskes nya,positive
proses muas,neutral
efektif,neutral
apk gaje kode otp hp aja gak d kirim akun susahh faskes hruskn download aahhh ribet,neutral
terimakasih aplikasi nya mudah erti,positive
susah aja bug kadang kadang nggak nyusahin,negative
aplikasi jelekkkk,neutral
respon nya cepat,positive
kemarin haribuka aplikasi muncul notifikasi minta proses jaring internet aman trouble dri aplikasi gimana sihhh,neutral
verifikasi akun gagal trs parah gak mbayar hlo sulit gak sah maaf jls gak nyaman gak maaf sehat hapus aja aplikasi gin nyusain,negative
layan bagus,positive
bantu sekali,neutral
kirim otp buruk pakai mobile jkn,negative
aplikasi jkn mobile mudah ubah data aplikasi nya kirim smswa pandawa daftar antre kontrol dokter mudah aplikasi nya mana,positive
jkn bantu bikin bpjs sehat gampang,neutral
ubah alamat hasil kartu digital nya ubah pusing deh,neutral
alhamdulillah mobile jkn mudahsangat bantu proses tangan sehat,neutral
mudah kartu bpjs hilang bantu,positive
aplikasi sampahh verifikasi wajah gagal,negative
kereenakses mudah,positive
bantu update data moga tingkat,neutral
faskes lengkap,neutral
dah berkalikali coba daftar onlinetapi gak bisapoli temu katanyahampit bulan inidah obat ulang sayatapi daftar gak bisayaitu tadipoli temu,neutral
moga tingkat kualitas layan sukses,neutral
mudah layan akurat,positive
cepat proses veripikasi,positive
obat latih sabar aplikasi lelet udah login masuk apps login berulangkali,negative
good apk,neutral
susah bener dapet kode verivikasi lupa pswniat ganti sulit heran deh,negative
jkn bantu,neutral
login aja captcha aja gk,neutral
good bagus,positive
bantu cepat,positive
gk,neutral
ramah orang tua fitur screenshot tiket izin gimana gua ngirim mak gua njir emang tolol ni orang perintah bikin bijak apa,neutral
manfaat mudah akses nya,positive
no hp padah daftar,neutral
tolong sistem baik terang sisa antri pas simpan antri antri penuh aplikasi sehat loh sepelein sehat tolong baik sengaja kasih b ulas developer tolong baca sampe susah masyarakat,positive
trima kasih,neutral
mantapsangat bantu mudah,positive
aplikasi gajelas log out developer nya anak smp,neutral
manfaat masyarakat,neutral
aplikasi perintah harap susah eror,negative
daftar pake no hp udah daftar suruh verifikasi nomernya beda verif muka gak hasil apk perintah kalah kualitas pinjol,neutral
keren,neutral
mudah d terimakasih jkn,positive
apk mending gausah ken mudah bikin sulit karna eror,neutral
status aktif aplikasi nya kartu nya aktif gimana aktif terimakasih,neutral
tingkat layan keshatan,neutral
terimaksih moga sehat bagus layan,positive
puas bantu,positive
aplikasi gak rilis,neutral
bayar iur tp aplikasi gk aktif kartu dasar aplikasi cacat,neutral
baguuus,neutral
masya allah manfaat praktis simple mudah,positive
niat bikin apk ga,neutral
aplikasi dahsusah banget loginmau daftar aja susahkok bilang jaring koneksipadahal kuota,neutral
keren mudah bantu,positive
sih ni aplikasi bikin kalo gk pake ujung tetep pergi kantor bpjs bikin aplikasi tuh biar instan langsung klik doang capek setorin hasil gk pake,neutral
aplikasi bantu,neutral
perintah tau warga bantu pura pura susah,negative
mudah paham real time data depa harap ubah kelas kelas aplikasi kembang jaya indonesia,positive
mudah mengoprasikannya,positive
oke klo simplekan menu yg udah tinggal hapus data,positive
sangant bantu,neutral
terima kasih sdh bantu,neutral
ribet ribet udah brapa kali ganti sandi login udah sesuai gilir priksa penuh trus rudet,neutral
kesini aplikasi susah digunainnya sulit banget tolong baik,negative
masuk daftar online eror tolong baik daftar antri online,positive
integrasi yg mudah,positive
cepat responsif mantap,positive
mantaappp,neutral
satpam ramah bgd,neutral
aplikasi dancox,neutral
masuk aplikasi masukin data yg rumit orang yg tua mudah,positive
bpjs yg mandiri potong belah saldo maen potong ajh,neutral
wooooy admin aplikasi macan inimau login ko susah bgt,negative
sore kemarin sampe detik susah kode otp jaman mudah sulit,negative
good app,neutral
no captcha nya gak kluar kluar mutermuter ancur kali apk,neutral
pada,neutral
membantukarna engga ngurus kantor,neutral
daftar aja captcha nya ngubah mulu elaahhh,neutral
heran aplikasi buat perintah konoha mudah bikin syuulitt ribetttt daftar online cantum nomor hp data serta pas masukin no hp data serta verifikasi tambah nomor telepon padahall isi sesuai,positive
bantu obat,neutral
bantu kerja,neutral
manfaat,neutral
bpjs,neutral
bantu data,neutral
jelek bug logout eror,negative
aplikasi manfaat masyarakat,neutral
aslmkm kaka knpa ya ka bpjs anak nonaktif aktif gimana kaka,neutral
bagus bantu,positive
cepat mudah tanggap,positive
saran skdp rs kontrol langsung daftar kontrol rs surat rujuk surat skdp dokter skdp rencana kontrol antri full online,neutral
manfaat,neutral
kecewa bgt aplikasi login suruh login ulang login ulang masuk bayar tetep aja tulis denda rawat inap akun nonaktif tolong baik,neutral
bantu muas,neutral
aplikasi mental muluko susah ddownload sipadahal srmalem daftar online udah nomerkenapa gak chek in,negative
aplikasi nya loading doang muter,neutral
layan serta kerja terima upah ok,neutral
verifikasi wajah gagal mulu gajelas banget cahaya udah bagus,neutral
maaf kecewa pas update log out log in gak masuk adu layan hasil,negative
bantu tp jujur jengkel dar nomor antre aja sulit ampun hambat proses registrasi daftar rs jd mohon perhati kasi pasien tunggu karna aplikasi,negative
kayak kena virus layar hitam kalo sentuh putih,neutral
error,negative
aplikasi kadang error,negative
bagus,positive
jkn gimna skrg hrus serbaa pke jkn daftar ngga ribet plis jngn bikin susah org susah obat jdi nggaa bisaa krna jkn,negative
ribet apk gilir masuk susah lupa sandi aja ulang bikin ribet aja,negative
verifikasi akun pakai muka ga verifikasi sms nomer orang,neutral
aplikasi bgus mudah ambil antri keuranganya jgn logut masuk hrs katasandi,positive
aplikasi nya udah keren terima kasih,neutral
terumakasih bjps jkn bantu hidup keluarga,neutral
sandi ulang ulang salah pdhl pke fitur lupa sandi tp pulsa terima kode otp,neutral
aplikasi kacsu indonesia ruwet ribet yg design dng tata kelola yg buruk,negative
bagus,positive
puas layan bpjs,positive
terimakasih aplikasi bantu,neutral
baguss,neutral
ok,neutral
serta tolong,neutral
aplikasi bagus bantu,positive
wihhhhok,neutral
apk cari gratis daftar bayar bulan bener gratis urus manual instansi perintah jan payah apk ni,negative
membantutidak antri,neutral
mudah pindah faskes bantu perauntau,positive
aplikasi buruk udah bayar denda aplikasi tanda denda bayar tagih masuk nya lapor adu layan ga baik,neutral
layan aplikasi jkn smkn bagus trs tingkat utk yg lbh,positive
buka aplikasi log out teruusssssss udah login pake nik psword gak tulis nik salah psword salah pdhal udh bener krna catat buku tolong betul aplikasi pakkkk bukkkk yg butuhhhhhhh kalo gak butuh gak download apk iniiiiii,neutral
aplikasi ribet kontrol aja pake aplikasi muda aja susah tua,negative
ga trus pas verifikasi pake wajah ga pake aksesoris apa kacamata dsb udah terang aja gagal,negative
aplikasi gak jelassetiap baru suruh login lgmempersulit masyarakat,neutral
aplikasi guna masyarakat luas trimakasi,neutral
aplikasi bantu terima kasih,neutral
,neutral
alhamdulillah mudah mobile jkn initerimakasih untuksemua pihakpihak kait,positive
ksh bintang dlu yaklo saran khusus lansia yg mngkin krng bs pake aplikasi inidiksh pake verifikasi wajah sidik jari hrs log in dulukasihan mrka yg ga bs gunain daftar klh trs sma yg udh pke online,neutral
kode otp ngga masuk,neutral
terima kasih,neutral
tolong aplikasi engga masuk,neutral
lihat surat rujuk mjkn koq gk muncul gmbar nya y,neutral
manfap apk nya,neutral
obat sulit pukesmasrujukan rumah sakit aplikasi apknya jelek buka mode ofland mulu gak ganggu kecewa,negative
terimakasih mudah masyarakat rubah pindah faskes inginkansemoga depan aplikasi lancar,positive
aplikasi guna bantu keburu mati orang daftar apk hp akun tp nyata nya daftar no hp hrs beda orang tuabrrti no hp iya kalo anak duwit gaptek lol,neutral
oke sukses,positive
ga buka,neutral
benerin servernya verifikasi wajah aja gagal,negative
gue kesini akun sengaja rating diupdate kudu log in kagak password udah bener sandi ulang eh kudu pakek sms dikenain biaya cih jaman koq pakek sms gue misqueen cuman kuota ada gak pulsa ya ciri khas aplikasi perintah amburadul,neutral
turun iur bpjs hasil nya bawah umr,neutral
salam sehat,neutral
tolong captcha susah masuk,negative
gak tau kaya gimana kualitas nya bantu aja sih,neutral
bantu mudah,positive
mantap cepat respon,positive
aplikasi gampang,neutral
mohon maaf login batas perangkat nik ktp mohon batas orang hp lansia gak erti hp,neutral
aplikasi bagus lancar,positive
kode captchanya ga muncul pdahal sinyal oke gtu trs aja bulan ga,positive
fitur bagus screenshot hilang jaring tiap wilayah bagus ubah sulit mudah,positive
sipp oke,positive
aktivasi ubah segmen mandiri daftar autodebit error ga proses isi data bank error pas milih bank bca ga,negative
udah didaftarin auto debit hitam mulu layar gak ubah berubahpas suruh login ulahapalah,neutral
aplikasi buka ya sdh update yg baru,neutral
eror,neutral
no otp kirim habis sy coba bbrpa kali ttp,neutral
nomor handphone serta daftar,neutral
aplikasi jkn mobile knp sih gk pas buka logout pas masuk nik salah dh bener tolong baik,positive
gimanaa ngecek kode otp ga muncul nomor udah bener,neutral
permasalaahan kode otp layan wa muas,neutral
good job,neutral
terima kasih fungsi apk nya mudah paham erti matur nuwun,positive
daftar akun truss sandi pake spasi trus login ulang pke spasi tolong baik apk nya,positive
layan,neutral
layan sdh bagus amplikasi lancar moga depan tingkat,positive
aplikasi gmn sih sdh login dpt pemberitahuan akun saran daftar masuk menu daftar dpt pemberitahuan akun sdh daftar saran login gitu aja terus an gak masuk login akun gak,neutral
aplikasi memper mudah g gitu sampah,neutral
ya sendiripadahal dah login minggu dah dipakesekarang logout,neutral
nyari uang rakyat yg kau tipu aplikasi sampah habis paket daftar aja ga contoh manusia bodoh serakah kasih percaya indonesia dikerjain orang gila aplikasi jgn tahan alias ganti org yg keluh baik nyari alas benar enak malas gaji layan masyarakat,neutral
baik siyal y,positive
aplikasi gak gak mutu,neutral
apps udah ga daftar antre faskes ga bisaa mohon arah aplikasi ganti,neutral
verivikasi otp jam masuk pakek pulsa habissin pulsa aja tolong maksimal perintah gak gin bikin aplikasi,neutral
aplikasi jelek udah bayar status aplikasi ngga ilang,negative
sumpah developer bikin anak smk kah sistem verifikasi wajah jan susah banget deteksi wajah make package gratis gimana sih,negative
manfaat tingkat,neutral
ringan masyarakat obat,neutral
sih aplikasi pas login gak password salah udah ulang kali kayak gitu ubah gak usaha baik,positive
mudah daftar obat,positive
mantab layan,neutral
otp sms baik,positive
aplikasi gk obat aja verifikasi orang udah tua sakit sulit emang gk otak yg bikin apk kek gin,negative
selasa tgl oktober login daftar antre daftar login perangkat ndakada kode captcha muter mulu kayak ndakada sinyal sinyal full coba hotspot loading mulu captcha nya udah apk update install ulang aja captcha nya muter muluu capek pake jkn mobile,neutral
aplikasi sulit pakek hp gk buka lebih data blabla pakek hp orang ya sulit haha tpi lihat tolong baik aplikasi masak kalah aplikasi ojol pinjol swasta lo sosial masyarakat sehat sulit niat nya mudah masyarakat sulit masyarakat,negative
daftar aja susah no hp tpi ga kirim kirim kode otpnya,negative
tolong developer akun tibatiba gak login faskes muncul teks login akun habis device tolong login ulang udah login pakai akun gk login pasword nik captcha gk login tolong baik,positive
ambil antri rs masalah tolong team it tanggap keluh guna,negative
aplikasih log ut jarang pakai tolong baik,positive
tolong saldo isa mobile jkn loading sinyal leg buka aplikasi,neutral
nomer otp sms balas,neutral
mudah ganti faskes nya terima kasih,positive
aplikasi tolol useless,neutral
ubah data obat cepat,positive
kode otp susah,negative
mantaap,neutral
mantap sih aplikasi ga login wow kali aplikasi pemerinta top perintah indonesia bener hahahaha,positive
allhamdulilah bantu,neutral
membantuluar,neutral
top,neutral
aplikasi perintah tolol,neutral
bantu cepat layan obat,positive
buqt defelopment nggakusah ain biometri aja nggakbisa pake logout terussan kalo lupa sandi ribet,neutral
masuk akun kode captcha nya ga muncul muncul sampah aplikasi nya,negative
alhmdulillah proses daftar lancar kendala,neutral
ribet guna bingung,neutral
sampah otp ga kirim log out gajelas banget mending gausah aja apk nya banding ga gin,negative
,neutral
mudahlancar,neutral
daftar,neutral
ferivikasi nya suslit disayangkann tolong admin slow respon,neutral
masuk login bikin ribet aja ya klo passwordy inget klo lupa ribetnya ampun,neutral
bagus layan terimakasih,positive
mobile jkn top,neutral
aplikasi yg cepat akurat,positive
parah bener rs server nya down logout chapcha nya gak nongol rs dokter keburu pulang udah daftar malam gak terima tugas nya sumpah parah nauzubillah,negative
knapa aplikasi jkn error truss hp sayaharus hapus aplikasi truss download masukkeluar masuk error lagimasak masuk aplikasi hapus ma dowload,negative
aplikasi gagal internet lancar tpi gk akses jkn mobile,negative
periksa daftar aplikasi tp aplikasi error no connection pdhl paket gb,negative
update versi baru aplikasi buka blue screen lag tolong bpjs baik tolong evaluasi kembang aplikasi bpjs,positive
daftar smpe ambil biometrik knpa ga input auto tdk pilih klik tdk intruksi senyum klik jd kendala,neutral
bag nyalemot kadang sendirimohon baik amannyaman responsif mohon segera update menu nya tahan kadang error bagkeluar,neutral
akun nyako susah udah,negative
ok toleranainya,neutral
mudah proses nya nya mobile jkn,positive
login min capcay gak muncul udah bayar bpjs gak terang nya,neutral
internet stabil kenqpa periksa konesi internet aplikasi aering gak,neutral
applikasi jkn pet mudah serta,positive
gimana nomor handphone gak jelass apknya,neutral
aplikasi buka update,neutral
lmyan bantu,neutral
aplikasi mudah menilaimenimbang system os perangkat rendah lapis masyarakat miskintidak nikmat layan bpjs sehat sy harap aplikasi baik,positive
jeleek,neutral
bagus praktis pokok top,positive
app mjkn riwayat layan anggota keluarga daftar aplikasi,neutral
knp mobile jkn kunci buka logincaranya gimana mohon jelas nya terima kasih,neutral
gimana yadh masuk menu daptar poto wajah tpi gk tombol klik nya menit pantengin mukagk baca baca sistemhadehbantuan kula miminlier aing tehkolot rwat jalan titah pake m jkntpi kie aplikasinangapantengan benget menit geheweuh hasilna,neutral
log out efisien kalo keburu buru nomer capca salah aneh salah untun jarah meter nomer mudah sulit suruh pake aplikasi aplikasi sulit ulas beritahu baik b,negative
kesini tangan payah sakit surat rujuk rawat inap sakit gejala tipes ubah aja rawat jalan cek lab harus bayar mandiri jalan pasien ngomong,negative
info kamar rs hapus aja aplikasi kamar pas rs penuh,neutral
mudah nyaman,positive
recommended,neutral
aplikasi gak daftar tinggal verifikasi wajah gagal padah udah sesuai instruksi,negative
gak daftar ngisi captcha gak kode nya sinyal udah nyoba pake wifi,neutral
biar bintang bicara terimakasih rs siti khodijah trima kasibanyak ruang marwah,neutral
ambil nomor antri daftar pas aplikasi muncul nomor lain ambil antri ubah nomor telepon pas verifikasi sms masuk admin tolong baik,positive
aplikasi jelek kelas perintah dana aplikasi mudah rakyat susah,negative
jadwal control hilang control surat rujuk pas buka blank tida tulis tanggal rujuk laku january tolong baik aplikasi hidup mati nyawa manusia,positive
mudah sulit,neutral
aja yah masuk aplikasi aplikasi jelek goyang sndri sdh login mohon baik yah,neutral
nyaman kalo nunggu verifikasi sms jaring bagus pulsa nii yaa ko banget nunggu kode nya sampe ga masuk masuk,positive
otp susah nya ampun detik tunggu sampe sms masukparaahhh,negative
ubah data aplikasi,neutral
app perintah gk da yg bnr anggar doank gede,neutral
mudah aplikasi a bantu,positive
aplikasi jelek mau apas rewel banget bilang offline udah online sinyal bagusudah baru tetep aja login masukin captcha muter mulu astagfirullah bikin jengkel,negative
program bpjs bantu keluarga yg,neutral
sinkron data yg ikut data dr nik ygdidaftarkan mobile jkn yg baru gausah data yg data yg update,neutral
aplikasi jkn bantu pergi kantor bpjs ubah data,neutral
mantap layan,positive
kode otp nyaa,neutral
aplikasi jelek banget pas banget pasword lupa trus pas dimasukin email ngga email yg daftarin,negative
susah login sandi ganti sandi verifikasi via sms,negative
bantu good,neutral
daftar aja susah ampun udah bolak install uninstall pake wifi pake data aja captchanya muter nggak ditunjukin gimana orang daftar hei tolong baik,neutral
tolong gimana dah daftar kode verifikasi nomor hp udah coba berharihari gak pusying,neutral
kereeen,neutral
mantul,neutral
capek deh baru suruh log in ulang mulu ribet banget asli,neutral
maaf enak aplikasi tpi klo login trus ga nyaman kadang lupa pasword ganti pasword tpi tunggu otp masuk email no hp bngetstengah jam login masuk knpa aplikasi terimakasih,positive
aplikasi perintah buruk banget login gabisa uang kembang korup doang bisa,negative
aplikasi ap kg mdl bgni kya ajg ni org saki sja b urus dg brg bmpki,neutral
aplikasi kocak nya orng kantor bpjs yg pake ga nge bug ganggu jaring tugas sadar orng bpjs ni aplikasi benah lihat bintang atas,neutral
wow syukur mjkn dlm hidup,neutral
susah nggak daftarotpny wa sms gak,negative
mudah dpat erti,positive
ya mantap,positive
aplikasi eror terustolong baik dongsistem ambil antre,positive
aplikasi sampah udah d setting login via finger print gak,negative
knp kode otp yg pake nomer ituu ga dikirimudaa nyoba kirim kode otp ulang tpi ga dikirimgimanaa si niitolong kerja sama,neutral
verifikasi,neutral
kali instal atw update gagal kosong ruang ruang kosong gb aplikasi butuh mb aja kocak neh aplikasi harua hapusin aplikasi yg hp,negative
bantu baget bagus banget,positive
bpjs mudah online cepat tanggap puas,positive
udah dri akun gak masuk akun gimana iya tolong baru layan sehat bantu pasien gk hp android susah wajib pakai jkn obat faskes tolong tanggap cepat,neutral
bantu cepat proses,positive
moga lancar aplikasi nya bantu pasien,neutral
nggak daftar verifikasi mudah dikit verifikasi wajah udah clear verifikasi nik oke alamat sesuai pas kena verifikasi nomor diharusin reset akun nunggu minggu ganti nomor daftar gmail sulit gak kayak apk mmc bhayangkara ambil nomor antri trobel gegara gagal verifikasi nomor direset akun tolong direspon komenan,neutral
top,neutral
apk nya rusak gimana sih daftar daftar serta ngak call canternya,negative
ok ok,neutral
bantu,neutral
update ulang login ngak update ulang loginudah masukin nomor kode otp ngak kirim tolong mudah proses masyarakat sulit,neutral
lot login susah ampun,negative
mempermudh,neutral
inti ganggu sistem,neutral
bagus,positive
login keterangany blm terdaftarpas daftar ulang keterangany data daftar kirain apk sy aja yg ga buka,neutral
tinggal daerah susah nakes antri bagi gilir bagi antri aplikasi nge bug tampil daftar antri aplikasi orang sakit bikin sakit,negative
mudah dn gk repot kntor bpjs,neutral
matap bedelau,neutral
lancar layan oetugas sehat ramah suka logout yah susah login ulang,neutral
aplikasi payah verivikasi sms gk,negative
mudah kerja,positive
aplikasi buruk yg temu berkalikali login gak no otp gak dikirimkirim via sms no aktif gak hapus aja deh aplikasi buruk yg pakai aplikasi bikin emosi,negative
mohon maaf aplikasi susah bikin akun registrasi data sesuai pasu nomer telp kode verifikasi,negative
bantu baharu biar nyaman,positive
susah masul aplikasi aplikasi kalo nik daftar akses tolong aplikasi baik,neutral
tolong baik aplikasi lupa pasword tp verifikasi kode otp kirim nomor email yg daftar,positive
moga depa mudah layan masyarakat indonesia,positive
aplikasi bantu,neutral
ambil foto mirip nya ngk bener bener udah kali kali salah mulu capek tau bolak benerin nya,neutral
mantap moga layan tingkat bpjs ketenagakerjaan,positive
tolong aktikan fungsi screenshot aplikasi cekin ganggu jaring tugas bukti screenshot booking,neutral
daftar rumah sakit rs udh dpt nomer tpi pas berangkat suruh daftar apk gajelas,neutral
jaring internet daerah rugi pasien periksa,neutral
bantu manfaat masyarakat terimakasih jkn,neutral
ribet daftar online pkm ganggu jkn mobile ttep ngambil antre faskes,neutral
mantab bos,neutral
aplikasi ribet otp pakai plza,neutral
login bilang nik valid guna sabang marauke tolong aneh lansia apps,negative
verifikasi wajah kamera ga simetris tolong baik,positive
mantap simpel layan online nya,positive
log out otomatis aplikasi log in gagal nik salah password salah nyoba ganti pilih lupa password gak kirim otf email email daftar verifikasi email kotak masuk,negative
mudah guna fasilitas sehat yg sedia,positive
layan cepat,positive
aplikasi bagus sangan bantu mudah,positive
daftar penuh kuota daftar pas pagi langsung penuh daftar pas malem gabisa jam ga gilir daftar jam pas penuh,neutral
bagussangat bantu mudah akses,positive
aman,neutral
mohon hilang fitur batas device utk proses baik akun susah proses pembatasaan device hilang fitur kenal wajah krn sulit utk pasien anakanak ga paham lapang aplikasi kembang,negative
bantu moga maju kembang,neutral
terima kode verifikasi lamasampai lampau,neutral
bantu,neutral
verifikasi susah pdhl udh masukin nomor email ttp aja kode nya ga masuk obat aja susah bgt,negative
bantu lansia langsung kantor bpjs sehat terimakasih,neutral
bagus bantu,positive
sayang bantu praktis,neutral
tolong donk sistem riwayat serta pilih serta yg riwayat yg akun aja anggota klrgny jg ken liat jg,neutral
mudah good job,positive
verifikasi no hp scan wajah toleh kiri tetep gak ngeluhin warga indonesia mohon baik bikin aplikasi yg habisin anggar pajak negara,positive
aplikasi jelek login aja susah kuota tulis offline aplikasi nya,negative
kadang kadang ga,neutral
daftar online ngk anggap faskes data aplikasi ngk akurat ngk sesuai lapang,neutral
aplikasi,neutral
muas,neutral
masalah bngt eror dll,negative
udah bulan gk lihat aplikasi pas buka logout donk kacau nih aplikasi ribet banget login ulang kacauuuu,neutral
kaga ni aplikasi offline gua youtube aja,neutral
aplikadi gak ambil antri online sedia,neutral
daftar autodebit kendala udah nyiapin bank bca gabisa bri kode otp nya ngga kirim kirim,neutral
kali masuk aplikasi login daftar itu lelet nik yg salah pasword yg salah nik nya gak ubah tolong admin baik lupa pasword masukin kode otp eh nik yg salah gak masuk akal,neutral
mudah informasi lengkap,positive
alhamdulillah mudah,positive
tolong d baik aplikasi ny terusdan bom daftar kemarin bukak pakai rumah sakit bilang nggak daftar gimana sih,positive
aplikasi bpjs otp gak kirim nungguin aplikasi kon,neutral
so far so god,neutral
nyaman guna bantu,positive
gak buka,neutral
maaf loh verifikasi no telpon sms ga muncul udah tunggu trus ulang kocak baik gunain anggar bener,positive
layan terbaikuntuk depan tambah opsi yg lengkap,neutral
download ulang,neutral
alam suruh farmasi cobak bukak antri jkn anjur begadang rebut nomer begadang nya jm pagi apk nya eror lajur nomer kunjung dokter molor istri hamil tua ibu ngidap hipatitis nunggu masuk hapir jm tolong baik apk,positive
aplikasi sampah verifikasi ganti nomor aja kali coba tetep gk sms yg masuk,negative
aplikasi perintah ya gin lancar ribet,neutral
mudah obat keren mantap,positive
udah login logout internet kenceng udah daftar suruh daftar antri mundur nih aplikasi,neutral
aplikasi kalo pelihara gapernah maksimal rujuk kunjung lanjut ilangg pas daftar ngeselin bgt gilir udh jam muncul lg alhasil habis kuota gatau lg isi bikin kecewa nyerah obat gw,negative
susah log in,negative
bagus sih ga lag,positive
hei nge bug nggk tampil nya cek kala,neutral
mohon aplikasi baik mosok daftar pas kode otp ne gabisa masuk nomer hp aktif,positive
log out sendirigiliran log in susah ampunminta otp nya depanlamanya ampungiliran udah udah habis waktunyaingin kasarmemang gk harap aplikasi kek gin,negative
tolong verifikasi wajah ulang ikut tunjuk verifikasi nomor hp kode otp kirim masuk maksud yah capek banget berharihari sabar tinggal nunggu verfikasi nomor hp situ verifikasi wajahcapek banget,neutral
moga,neutral
oke,positive
nomor hp aplikasi mobile jkn kaga mohon bantu nya,neutral
diupdate engga lot,neutral
allah sulit tolong sulit,negative
barusan pindah faskes aplikasi mudah online gak mesti tempat habis terima kasih jkn,positive
gajelas foto poto sesuai instruksi ga,neutral
bagus banget,positive
bantu urus luar rumah,neutral
kadang loading,neutral
mudah lancar,positive
mudah akses,positive
udah daftar tinggal nunggu kode verifikasi nomer telp aj gak masuk udah berapakali coba yg verifikasi email udah mohon jasa,neutral
okey bantu,neutral
aplikasi lot anggar gak maju aplikasi negara konoha,neutral
aplikasi jkn bantu masyarakat persen mantap,positive
apk bantu layan faskes pol cepat,positive
payah kode otp ra iso iso,negative
aplikasi mudah,positive
serba simple urus,neutral
top banget aplikasinyamohon tingkat ya,neutral
update aplikasi daftar orang tua gaptek ambil antri periksa bulan harus verifikasi wajah coba ulang kali verifikasi,neutral
logout login salahin nik sandi captcha nya jugaa,neutral
aplikasi jelek dar otp ga muncul muncul huh bayar,negative
terima kasih digunaoan hambat,neutral
ribet kalo obat bayar gratismau sehat aja susah negara initrrlu bnyak bug ad notif maaf minta proses g mending obat negeri,negative
layan mobile jkn bantu,neutral
ganti nomer hp gak dapet kode otp layan adu mohon maaf ketidaknyamanannya informasi minta ubah data no hp email proses sahabat dodik akses layan adu bingung hadehhhhh,neutral
lupa password nomor ga ngelantur jawab,neutral
bantu mudah proses,positive
aplikasi sungguh bantu,neutral
good appsangat bantu,neutral
verifikasi,neutral
mudah bagus tampil nya mudah erti,positive
